strain	date		country	region	lineage	GRI.Lineage.Level.0	GRI.Lineage.Level.1	GRI.Lineage.Level.2	GRI.Lineage.Level.3	GRI.Lineage.Level.4	GRI.Lineage.Level.5	GRI.Lineage.Level.6	GRI.Lineage.Level.7	GRI.Lineage.Level.8	author	accession	old_date	decimal_date	latitude	longitude
OL898698.1	2021-02-25		Brazil	SAm	SAL	C	C.0	C.0.0	C.0.0.0	C.0.0.0.0	C.0.0.0.0.2	C.0.0.0.0.2	C.0.0.0.0.2	C.0.0.0.0.2	Maeda,A.Y., Nogueira,J.S., Campos,K.R., Camargo,C.H., da Silva Vasami,F.G., Arvigo,A.P.B., Santos,M.B.N., Abbud,A. and Sacchi,C.T.	NA	2021-02-25	2021.15068493151	-10.3333333	-53.2
OL898691.1	2021-02-21		Brazil	SAm	SAL	C	C.0	C.0.0	C.0.0.0	C.0.0.0.0	C.0.0.0.0	C.0.0.0.0	C.0.0.0.0	C.0.0.0.0	Maeda,A.Y., Nogueira,J.S., Campos,K.R., Camargo,C.H., da Silva Vasami,F.G., Arvigo,A.P.B., Santos,M.B.N., Abbud,A. and Sacchi,C.T.	NA	2021-02-21	2021.1397260274	-10.3333333	-53.2
OL898683.1	2021-01-31		Brazil	SAm	SAL	C	C.0	C.0.0	C.0.0.0	C.0.0.0.0	C.0.0.0.0.1	C.0.0.0.0.1	C.0.0.0.0.1	C.0.0.0.0.1	Maeda,A.Y., Nogueira,J.S., Campos,K.R., Camargo,C.H., da Silva Vasami,F.G., Arvigo,A.P.B., Santos,M.B.N., Abbud,A. and Sacchi,C.T.	NA	2021-01-31	2021.08219178082	-10.3333333	-53.2
OL898690.1	2021-01-16		Brazil	SAm	SAL	C	C.0	C.0.0	C.0.0.0	C.0.0.0.0	C.0.0.0.0.1	C.0.0.0.0.1	C.0.0.0.0.1	C.0.0.0.0.1	Maeda,A.Y., Nogueira,J.S., Campos,K.R., Camargo,C.H., da Silva Vasami,F.G., Arvigo,A.P.B., Santos,M.B.N., Abbud,A. and Sacchi,C.T.	NA	2021-01-16	2021.04109589041	-10.3333333	-53.2
OL898715.1	2021-05-06		Brazil	SAm	SAL	C	C.0	C.0.0	C.0.0.0	C.0.0.0.0	C.0.0.0.0.0	C.0.0.0.0.0	C.0.0.0.0.0	C.0.0.0.0.0	Maeda,A.Y., Nogueira,J.S., Campos,K.R., Camargo,C.H., da Silva Vasami,F.G., Arvigo,A.P.B., Santos,M.B.N., Abbud,A. and Sacchi,C.T.	NA	2021-05-06	2021.34246575342	-10.3333333	-53.2
OL898708.1	2021-05-05		Brazil	SAm	SAL	C	C.0	C.0.0	C.0.0.0	C.0.0.0.0	C.0.0.0.0.0	C.0.0.0.0.0	C.0.0.0.0.0	C.0.0.0.0.0	Maeda,A.Y., Nogueira,J.S., Campos,K.R., Camargo,C.H., da Silva Vasami,F.G., Arvigo,A.P.B., Santos,M.B.N., Abbud,A. and Sacchi,C.T.	NA	2021-05-05	2021.3397260274	-10.3333333	-53.2
OL898699.1	2021-02-09		Brazil	SAm	SAL	C	C.0	C.0.0	C.0.0.0	C.0.0.0.0	C.0.0.0.0.0	C.0.0.0.0.0.0	C.0.0.0.0.0.0	C.0.0.0.0.0.0	Maeda,A.Y., Nogueira,J.S., Campos,K.R., Camargo,C.H., da Silva Vasami,F.G., Arvigo,A.P.B., Santos,M.B.N., Abbud,A. and Sacchi,C.T.	NA	2021-02-09	2021.10684931507	-10.3333333	-53.2
OL898672.1	2021-02-25		Brazil	SAm	SAL	C	C.0	C.0.0	C.0.0.0	C.0.0.0.0	C.0.0.0.0.0	C.0.0.0.0.0.0	C.0.0.0.0.0.0	C.0.0.0.0.0.0	Maeda,A.Y., Nogueira,J.S., Campos,K.R., Camargo,C.H., da Silva Vasami,F.G., Arvigo,A.P.B., Santos,M.B.N., Abbud,A. and Sacchi,C.T.	NA	2021-02-25	2021.15068493151	-10.3333333	-53.2
MW260513.1	2019-03-23		Brazil	SAm	SAL	C	C.0	C.0.4	C.0.4	C.0.4	C.0.4	C.0.4	C.0.4	C.0.4	Xavier,J., Bezerra,J.F.B., Alves,M.M., Fonseca,V., Mares-Guia,M.A., Morales,I., Adelino,T., Fabri,A.A., Souza,T.R., Oliveira,E.C., Siqueira,P., Said,R.F.C., Albuquerque,C.F.C., Filippis,A.M.B., Cunha,R.V., Luz,K.G., Giovanetti,M. and Alcantara,L.C.J.	NA	2019-03-23	2019.22191780822	-10.3333333	-53.2
MW260512.1	2019-03-23		Brazil	SAm	SAL	C	C.0	C.0.4	C.0.4.1	C.0.4.1	C.0.4.1	C.0.4.1	C.0.4.1	C.0.4.1	Xavier,J., Bezerra,J.F.B., Alves,M.M., Fonseca,V., Mares-Guia,M.A., Morales,I., Adelino,T., Fabri,A.A., Souza,T.R., Oliveira,E.C., Siqueira,P., Said,R.F.C., Albuquerque,C.F.C., Filippis,A.M.B., Cunha,R.V., Luz,K.G., Giovanetti,M. and Alcantara,L.C.J.	NA	2019-03-23	2019.22191780822	-10.3333333	-53.2
MW260518.1	2019-03-30		Brazil	SAm	SAL	C	C.0	C.0.4	C.0.4.1	C.0.4.1	C.0.4.1	C.0.4.1	C.0.4.1	C.0.4.1	Xavier,J., Bezerra,J.F.B., Alves,M.M., Fonseca,V., Mares-Guia,M.A., Morales,I., Adelino,T., Fabri,A.A., Souza,T.R., Oliveira,E.C., Siqueira,P., Said,R.F.C., Albuquerque,C.F.C., Filippis,A.M.B., Cunha,R.V., Luz,K.G., Giovanetti,M. and Alcantara,L.C.J.	NA	2019-03-30	2019.24109589041	-10.3333333	-53.2
MW260516.1	2019-03-28		Brazil	SAm	SAL	C	C.0	C.0.4	C.0.4	C.0.4	C.0.4	C.0.4	C.0.4	C.0.4	Xavier,J., Bezerra,J.F.B., Alves,M.M., Fonseca,V., Mares-Guia,M.A., Morales,I., Adelino,T., Fabri,A.A., Souza,T.R., Oliveira,E.C., Siqueira,P., Said,R.F.C., Albuquerque,C.F.C., Filippis,A.M.B., Cunha,R.V., Luz,K.G., Giovanetti,M. and Alcantara,L.C.J.	NA	2019-03-28	2019.23561643836	-10.3333333	-53.2
MW260519.1	2019-03-30		Brazil	SAm	SAL	C	C.0	C.0.4	C.0.4	C.0.4	C.0.4	C.0.4	C.0.4	C.0.4	Xavier,J., Bezerra,J.F.B., Alves,M.M., Fonseca,V., Mares-Guia,M.A., Morales,I., Adelino,T., Fabri,A.A., Souza,T.R., Oliveira,E.C., Siqueira,P., Said,R.F.C., Albuquerque,C.F.C., Filippis,A.M.B., Cunha,R.V., Luz,K.G., Giovanetti,M. and Alcantara,L.C.J.	NA	2019-03-30	2019.24109589041	-10.3333333	-53.2
MW260515.1	2019-03-27		Brazil	SAm	SAL	C	C.0	C.0.4	C.0.4.0	C.0.4.0	C.0.4.0	C.0.4.0	C.0.4.0	C.0.4.0	Xavier,J., Bezerra,J.F.B., Alves,M.M., Fonseca,V., Mares-Guia,M.A., Morales,I., Adelino,T., Fabri,A.A., Souza,T.R., Oliveira,E.C., Siqueira,P., Said,R.F.C., Albuquerque,C.F.C., Filippis,A.M.B., Cunha,R.V., Luz,K.G., Giovanetti,M. and Alcantara,L.C.J.	NA	2019-03-27	2019.23287671233	-10.3333333	-53.2
MW260517.1	2019-03-29		Brazil	SAm	SAL	C	C.0	C.0.4	C.0.4.0	C.0.4.0.0	C.0.4.0.0	C.0.4.0.0	C.0.4.0.0	C.0.4.0.0	Xavier,J., Bezerra,J.F.B., Alves,M.M., Fonseca,V., Mares-Guia,M.A., Morales,I., Adelino,T., Fabri,A.A., Souza,T.R., Oliveira,E.C., Siqueira,P., Said,R.F.C., Albuquerque,C.F.C., Filippis,A.M.B., Cunha,R.V., Luz,K.G., Giovanetti,M. and Alcantara,L.C.J.	NA	2019-03-29	2019.23835616438	-10.3333333	-53.2
MW260514.1	2019-03-28		Brazil	SAm	SAL	C	C.0	C.0.4	C.0.4.0	C.0.4.0.0	C.0.4.0.0	C.0.4.0.0	C.0.4.0.0	C.0.4.0.0	Xavier,J., Bezerra,J.F.B., Alves,M.M., Fonseca,V., Mares-Guia,M.A., Morales,I., Adelino,T., Fabri,A.A., Souza,T.R., Oliveira,E.C., Siqueira,P., Said,R.F.C., Albuquerque,C.F.C., Filippis,A.M.B., Cunha,R.V., Luz,K.G., Giovanetti,M. and Alcantara,L.C.J.	NA	2019-03-28	2019.23561643836	-10.3333333	-53.2
MT933038.1	2019-04-22		Brazil	SAm	SAL	C	C.0	C.0	C.0	C.0	C.0	C.0	C.0	C.0	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-04-22	2019.30410958904	-10.3333333	-53.2
MT933033.1	2019-03-08		Brazil	SAm	SAL	C	C.0	C.0	C.0	C.0	C.0	C.0	C.0	C.0	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-03-08	2019.18082191781	-10.3333333	-53.2
MT933036.1	2019-04-17		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2	C.0.2	C.0.2	C.0.2	C.0.2	C.0.2	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-04-17	2019.2904109589	-10.3333333	-53.2
MT933043.1	2019-06-07		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2.2	C.0.2.2	C.0.2.2	C.0.2.2	C.0.2.2	C.0.2.2	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-06-07	2019.4301369863	-10.3333333	-53.2
MT933044.1	2019-06-13		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2.2	C.0.2.2	C.0.2.2	C.0.2.2	C.0.2.2	C.0.2.2	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-06-13	2019.44657534247	-10.3333333	-53.2
MT933032.1	2019-02-05		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2.1	C.0.2.1	C.0.2.1	C.0.2.1	C.0.2.1	C.0.2.1	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-02-05	2019.09589041096	-10.3333333	-53.2
MT933049.1	2019-07-07		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2.1	C.0.2.1	C.0.2.1	C.0.2.1	C.0.2.1	C.0.2.1	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-07-07	2019.51232876712	-10.3333333	-53.2
MT933041.1	2019-05-08		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2.0	C.0.2.0	C.0.2.0	C.0.2.0	C.0.2.0	C.0.2.0	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-05-08	2019.34794520548	-10.3333333	-53.2
MT933046.1	2019-07-01		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2.0	C.0.2.0	C.0.2.0	C.0.2.0	C.0.2.0	C.0.2.0	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-07-01	2019.49589041096	-10.3333333	-53.2
MT933030.1	2019-01-28		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2.0	C.0.2.0.0	C.0.2.0.0.1	C.0.2.0.0.1	C.0.2.0.0.1	C.0.2.0.0.1	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-01-28	2019.07397260274	-10.3333333	-53.2
MT933042.1	2019-05-11		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2.0	C.0.2.0.0	C.0.2.0.0.1	C.0.2.0.0.1	C.0.2.0.0.1	C.0.2.0.0.1	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-05-11	2019.35616438356	-10.3333333	-53.2
MT933045.1	2019-06-19		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2.0	C.0.2.0.0	C.0.2.0.0.0	C.0.2.0.0.0	C.0.2.0.0.0	C.0.2.0.0.0	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-06-19	2019.46301369863	-10.3333333	-53.2
MT933047.1	2019-07-02		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2.0	C.0.2.0.0	C.0.2.0.0.0	C.0.2.0.0.0	C.0.2.0.0.0	C.0.2.0.0.0	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-07-02	2019.49863013699	-10.3333333	-53.2
MT933035.1	2019-04-17		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2.0	C.0.2.0	C.0.2.0	C.0.2.0	C.0.2.0	C.0.2.0	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-04-17	2019.2904109589	-10.3333333	-53.2
MT933051.1	2019-05-28		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2.0	C.0.2.0	C.0.2.0	C.0.2.0	C.0.2.0	C.0.2.0	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-05-28	2019.40273972603	-10.3333333	-53.2
MT933050.1	2019-08-14		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2.0	C.0.2.0.1	C.0.2.0.1	C.0.2.0.1	C.0.2.0.1	C.0.2.0.1	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-08-14	2019.61643835616	-10.3333333	-53.2
MT933037.1	2019-04-18		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2.0	C.0.2.0.1	C.0.2.0.1	C.0.2.0.1	C.0.2.0.1	C.0.2.0.1	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-04-18	2019.29315068493	-10.3333333	-53.2
MT933040.1	2019-05-06		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2.0	C.0.2.0.1	C.0.2.0.1.0	C.0.2.0.1.0	C.0.2.0.1.0	C.0.2.0.1.0	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-05-06	2019.34246575342	-10.3333333	-53.2
MT933048.1	2019-07-31		Brazil	SAm	SAL	C	C.0	C.0.2	C.0.2.0	C.0.2.0.1	C.0.2.0.1.0	C.0.2.0.1.0	C.0.2.0.1.0	C.0.2.0.1.0	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-07-31	2019.57808219178	-10.3333333	-53.2
MT933034.1	2019-03-15		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1	C.0.1	C.0.1	C.0.1	C.0.1	C.0.1	Fabri,A.A., Rodrigues,C.Dd.S., Santos,C.Cd., Chalhoub,F.L.L., Sampaio,S.A., Faria,N.Rd.C., Torres,M.C., Fonseca,V., Brasil,P., Calvet,G., Alcantara,L.C.J., Filippis,A.M.Bd., Giovanetti,M. and de Bruycker-Nogueira,F.	NA	2019-03-15	2019.2	-10.3333333	-53.2
ON023520.1	2021-04-19		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.2	C.0.1.1.2	C.0.1.1.2	C.0.1.1.2	C.0.1.1.2	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-04-19	2021.29589041096	-10.3333333	-53.2
ON023518.1	2021-04-27		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.2	C.0.1.1.2	C.0.1.1.2	C.0.1.1.2	C.0.1.1.2	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-04-27	2021.31780821918	-10.3333333	-53.2
ON023512.1	2021-04-22		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1	C.0.1.1	C.0.1.1	C.0.1.1	C.0.1.1	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-04-22	2021.30410958904	-10.3333333	-53.2
ON023523.1	2021-05-06		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.1	C.0.1.1.1.1	C.0.1.1.1.1	C.0.1.1.1.1	C.0.1.1.1.1	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-05-06	2021.34246575342	-10.3333333	-53.2
ON023501.1	2021-03-02		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.1	C.0.1.1.1.1	C.0.1.1.1.1	C.0.1.1.1.1	C.0.1.1.1.1	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-03-02	2021.16438356164	-10.3333333	-53.2
ON023519.1	2021-04-30		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.1	C.0.1.1.1	C.0.1.1.1	C.0.1.1.1	C.0.1.1.1	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-04-30	2021.32602739726	-10.3333333	-53.2
ON023515.1	2021-04-23		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.1	C.0.1.1.1.0	C.0.1.1.1.0	C.0.1.1.1.0	C.0.1.1.1.0	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-04-23	2021.30684931507	-10.3333333	-53.2
ON023522.1	2021-04-30		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.1	C.0.1.1.1.0	C.0.1.1.1.0	C.0.1.1.1.0	C.0.1.1.1.0	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-04-30	2021.32602739726	-10.3333333	-53.2
ON023514.1	2021-04-01		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.1	C.0.1.1.1.0	C.0.1.1.1.0	C.0.1.1.1.0	C.0.1.1.1.0	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-04-01	2021.24657534247	-10.3333333	-53.2
ON023510.1	2021-03-11		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1	C.0.1.1	C.0.1.1	C.0.1.1	C.0.1.1	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-03-11	2021.18904109589	-10.3333333	-53.2
ON023507.1	2021-04-22		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.0	C.0.1.1.0.2	C.0.1.1.0.2	C.0.1.1.0.2	C.0.1.1.0.2	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-04-22	2021.30410958904	-10.3333333	-53.2
ON023517.1	2021-04-15		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.0	C.0.1.1.0.2	C.0.1.1.0.2	C.0.1.1.0.2	C.0.1.1.0.2	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-04-15	2021.28493150685	-10.3333333	-53.2
ON023509.1	2021-04-22		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.0	C.0.1.1.0.1	C.0.1.1.0.1	C.0.1.1.0.1	C.0.1.1.0.1	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-04-22	2021.30410958904	-10.3333333	-53.2
ON023508.1	2021-03-12		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.0	C.0.1.1.0.1	C.0.1.1.0.1	C.0.1.1.0.1	C.0.1.1.0.1	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-03-12	2021.19178082192	-10.3333333	-53.2
ON023506.1	2021-03-10		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.0	C.0.1.1.0	C.0.1.1.0	C.0.1.1.0	C.0.1.1.0	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-03-10	2021.18630136986	-10.3333333	-53.2
ON023511.1	2021-03-10		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.0	C.0.1.1.0	C.0.1.1.0	C.0.1.1.0	C.0.1.1.0	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-03-10	2021.18630136986	-10.3333333	-53.2
ON023513.1	2021-04-22		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.0	C.0.1.1.0.0	C.0.1.1.0.0	C.0.1.1.0.0	C.0.1.1.0.0	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-04-22	2021.30410958904	-10.3333333	-53.2
ON023503.1	2021-01-27		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.0	C.0.1.1.0.0	C.0.1.1.0.0.0	C.0.1.1.0.0.0	C.0.1.1.0.0.0	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-01-27	2021.07123287671	-10.3333333	-53.2
ON023505.1	2021-03-12		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.1	C.0.1.1.0	C.0.1.1.0.0	C.0.1.1.0.0.0	C.0.1.1.0.0.0	C.0.1.1.0.0.0	Fritsch,H., Iani,F., Adelino,T., Fonseca,V., Giovanetti,M. and Alcantara,L.C.J.	NA	2021-03-12	2021.19178082192	-10.3333333	-53.2
ON586954.1	2021-09-14		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1	C.0.1	C.0.1	C.0.1	C.0.1	C.0.1	Souza,U.J.B., Santos,R.N.D., Giovanetti,M., Alcantara,L.C.J., Galvao,J.D., Cardoso,F.D.P., Brito,F.C.S., Franco,A.C., Roehe,P.M., Ribeiro,B.M., Spilki,F.R. and Campos,F.S.	NA	2021-09-14	2021.70136986301	-10.3333333	-53.2
ON586957.1	2021-11-18		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.2	C.0.1.2	C.0.1.2	C.0.1.2	C.0.1.2	C.0.1.2	Souza,U.J.B., Santos,R.N.D., Giovanetti,M., Alcantara,L.C.J., Galvao,J.D., Cardoso,F.D.P., Brito,F.C.S., Franco,A.C., Roehe,P.M., Ribeiro,B.M., Spilki,F.R. and Campos,F.S.	NA	2021-11-18	2021.87945205479	-10.3333333	-53.2
ON586956.1	2021-10-08		Brazil	SAm	SAL	C	C.0	C.0.1	C.0.1.2	C.0.1.2	C.0.1.2	C.0.1.2	C.0.1.2	C.0.1.2	Souza,U.J.B., Santos,R.N.D., Giovanetti,M., Alcantara,L.C.J., Galvao,J.D., Cardoso,F.D.P., Brito,F.C.S., Franco,A.C., Roehe,P.M., Ribeiro,B.M., Spilki,F.R. and Campos,F.S.	NA	2021-10-08	2021.76712328767	-10.3333333	-53.2
